timestamp,red,green,blue,shoulder_y
2025-05-28 15:34:57.560,140.17165314401623,98.48757606490872,98.50304259634889,416.0
2025-05-28 15:34:57.822,139.81947261663285,98.13083164300203,98.48275862068965,417.0
2025-05-28 15:34:58.089,138.29236111111112,96.90625,97.53310185185185,417.0
2025-05-28 15:34:58.368,139.890756302521,97.61272509003601,98.24681872749099,416.0
2025-05-28 15:34:58.687,142.1055690072639,98.90072639225181,99.51670702179177,418.5
2025-05-28 15:34:59.032,144.87221095334687,100.66506085192698,101.17444219066937,419.0
2025-05-28 15:35:00.702,139.23714416896235,97.83700642791553,98.17424242424242,418.5
2025-05-28 15:35:00.993,139.24081726354453,98.0084940312213,98.19260789715335,418.5
2025-05-28 15:35:01.362,135.26681081081082,95.37989189189189,96.4438918918919,418.5
2025-05-28 15:35:01.735,135.67091891891891,95.15264864864865,96.16756756756757,419.5
2025-05-28 15:35:02.103,136.68043243243244,95.42702702702702,95.80086486486486,419.0
2025-05-28 15:35:02.468,135.41982836495032,94.5146793134598,94.75316169828365,420.5
2025-05-28 15:35:02.797,138.16282746160795,95.93812104787715,96.0313911472448,418.5
2025-05-28 15:35:03.135,138.52393857271906,96.38753387533875,95.9939024390244,419.5
2025-05-28 15:35:03.445,139.34075675675675,97.00410810810811,97.26897297297297,419.0
2025-05-28 15:35:03.783,137.09073359073358,95.65830115830116,96.07271557271557,420.0
2025-05-28 15:35:04.104,137.06071280563614,95.64007459593867,95.48881060920017,417.5
2025-05-28 15:35:04.396,139.32302702702702,96.68735135135135,96.61448648648648,419.0
2025-05-28 15:35:04.712,149.80760473588342,102.92235883424408,102.62181238615665,421.0
2025-05-28 15:35:04.995,153.43916437098255,105.60720844811753,104.45844811753902,415.5
2025-05-28 15:35:05.276,149.94464864864864,103.81621621621622,102.96648648648649,417.0
2025-05-28 15:35:05.567,137.50757575757575,94.33119658119658,93.98193473193473,420.5
2025-05-28 15:35:05.905,138.00122399020808,98.22439820481436,97.937576499388,420.0
2025-05-28 15:35:06.247,135.82007343941248,97.65911872705018,97.43145654834761,419.0
2025-05-28 15:35:06.569,140.7226738934056,101.25654923215899,100.67479674796748,419.5
